"Id";"forme";"féminin";"féminin_pluriel";"pluriel";"type";"présent_dans_table_noms_et_adjectifs";"z";"participe_présent_orésent_dans_table_noms_et_adjectifs";"participe_passé_présent_dans_table_noms_et_adjectifs";"adverbe";"pluriel_correct";"féminin_correct";"féminin_pluriel_correct";"forme_correcte";"doublons";"à supprimer";"indice"
100582;"cliqueté";"cliquetée";"cliquetées";"cliquetés";5;0;0;0;0;0;;;;;0;0;0
100583;"clissé";"clissée";"clissées";"clissés";5;0;0;0;0;0;;;;;0;0;0
100584;"clivé";"clivée";"clivées";"clivés";5;0;0;0;0;0;;;;;0;0;0
100585;"clochardisé";"clochardisée";"clochardisées";"clochardisés";5;0;1;0;0;0;;;;;0;0;0
100586;"cloché";"clochée";"clochées";"clochés";5;0;0;0;0;0;;;;;0;0;0
100587;"cloisonné";"cloisonnée";"cloisonnées";"cloisonnés";5;0;1;0;0;0;;;;;0;0;0
100588;"cloîtré";"cloîtrée";"cloîtrées";"cloîtrés";5;0;0;0;0;0;;;;;0;0;2
100589;"cloné";"clonée";"clonées";"clonés";5;0;0;0;0;0;;;;;0;0;0
100590;"clopiné";"clopinée";"clopinées";"clopinés";5;0;0;0;0;0;;;;;0;0;0
100591;"cloqué";"cloquée";"cloquées";"cloqués";5;0;0;0;0;0;;;;;0;0;0
100592;"clos";"close";"closes";"closs";5;0;0;0;0;0;;;;;0;0;31
100593;"clôturé";"clôturée";"clôturées";"clôturés";5;0;0;0;0;0;;;;;0;0;0
100594;"cloué";"clouée";"clouées";"cloués";5;0;0;0;0;0;;;;;0;0;0
100595;"clouté";"cloutée";"cloutées";"cloutés";5;0;0;0;0;0;;;;;0;0;2
100596;"coagulé";"coagulée";"coagulées";"coagulés";5;0;0;0;0;0;;;;;0;0;0
100597;"coalescé";"coalescée";"coalescées";"coalescés";5;0;0;0;0;0;;;;;0;0;0
100598;"coalisé";"coalisée";"coalisées";"coalisés";5;0;1;0;0;0;;;;;0;0;1
100599;"coassé";"coassée";"coassées";"coassés";5;0;0;0;0;0;;;;;0;0;0
100600;"coché";"cochée";"cochées";"cochés";5;0;0;0;0;0;;;;;0;0;0
100601;"côché";"côchée";"côchées";"côchés";5;0;0;0;0;0;;;;;0;0;0
100602;"cochonné";"cochonnée";"cochonnées";"cochonnés";5;0;0;0;0;0;;;;;0;0;0
100603;"coconné";"coconnée";"coconnées";"coconnés";5;0;0;0;0;0;;;;;0;0;0
100604;"cocoté";"cocotée";"cocotées";"cocotés";5;0;0;0;0;0;;;;;0;0;0
100605;"cocotté";"cocottée";"cocottées";"cocottés";5;0;0;0;0;0;;;;;0;0;0
100606;"cocufié";"cocufiée";"cocufiées";"cocufiés";5;0;0;0;0;0;;;;;0;0;0
100607;"codé";"codée";"codées";"codés";5;0;0;0;0;0;;;;;0;0;0
100608;"codifié";"codifiée";"codifiées";"codifiés";5;0;0;0;0;0;;;;;0;0;0
100609;"coédité";"coéditée";"coéditées";"coédités";5;0;0;0;0;0;;;;;0;0;0
100610;"coexisté";"coexistée";"coexistées";"coexistés";5;0;0;0;0;0;;;;;0;0;0
100611;"coffré";"coffrée";"coffrées";"coffrés";5;0;0;0;0;0;;;;;0;0;0
100612;"cogéré";"cogérée";"cogérées";"cogérés";5;0;0;0;0;0;;;;;0;0;0
100613;"cogité";"cogitée";"cogitées";"cogités";5;0;0;0;0;0;;;;;0;0;0
100614;"cogné";"cognée";"cognées";"cognés";5;0;0;0;0;0;;;;;0;0;0
100615;"cohabité";"cohabitée";"cohabitées";"cohabités";5;0;0;0;0;0;;;;;0;0;0
100616;"cohérité";"cohéritée";"cohéritées";"cohérités";5;0;0;0;0;0;;;;;0;0;0
100617;"coiffé";"coiffée";"coiffées";"coiffés";5;0;0;0;0;0;;;;;0;0;17
100618;"coincé";"coincée";"coincées";"coincés";5;0;0;0;0;0;;;;;0;0;0
100619;"coïncidé";"coïncidée";"coïncidées";"coïncidés";5;0;0;0;0;0;;;;;0;0;0
100620;"cokéfié";"cokéfiée";"cokéfiées";"cokéfiés";5;0;0;0;0;0;;;;;0;0;0
100621;"collaboré";"collaborée";"collaborées";"collaborés";5;0;0;0;0;0;;;;;0;0;0
100622;"collapsé";"collapsée";"collapsées";"collapsés";5;0;0;0;0;0;;;;;0;0;0
100623;"collationné";"collationnée";"collationnées";"collationnés";5;0;0;0;0;0;;;;;0;0;0
100624;"collecté";"collectée";"collectées";"collectés";5;0;0;0;0;0;;;;;0;0;0
100625;"collectionné";"collectionnée";"collectionnées";"collectionnés";5;0;0;0;0;0;;;;;0;0;0
100626;"collectivisé";"collectivisée";"collectivisées";"collectivisés";5;0;1;0;0;0;;;;;0;0;0
100627;"collé";"collée";"collées";"collés";5;0;0;0;0;0;;;;;0;0;0
100628;"colletaillé";"colletaillée";"colletaillées";"colletaillés";5;0;0;0;0;0;;;;;0;0;0
100629;"colleté";"colletée";"colletées";"colletés";5;0;0;0;0;0;;;;;0;0;0
100630;"colligé";"colligée";"colligées";"colligés";5;0;0;0;0;0;;;;;0;0;0
100631;"colloqué";"colloquée";"colloquées";"colloqués";5;0;0;0;0;0;;;;;0;0;0
100632;"colmaté";"colmatée";"colmatées";"colmatés";5;0;0;0;0;0;;;;;0;0;0
100633;"colonisé";"colonisée";"colonisées";"colonisés";5;0;1;0;0;0;;;;;0;0;0
100634;"coloré";"colorée";"colorées";"colorés";5;0;0;0;0;0;;;;;0;0;24
100635;"colorié";"coloriée";"coloriées";"coloriés";5;0;0;0;0;0;;;;;0;0;0
100636;"colorisé";"colorisée";"colorisées";"colorisés";5;0;1;0;0;0;;;;;0;0;0
100637;"colporté";"colportée";"colportées";"colportés";5;0;0;0;0;0;;;;;0;0;0
100638;"coltiné";"coltinée";"coltinées";"coltinés";5;0;0;0;0;0;;;;;0;0;0
100639;"combattu";"combattue";"combattues";"combattus";5;0;0;0;0;0;;;;;0;0;3
100640;"combiné";"combinée";"combinées";"combinés";5;0;0;0;0;0;;;;;0;0;11
100641;"comblé";"comblée";"comblées";"comblés";5;0;0;0;0;0;;;;;0;0;0
100642;"commandé";"commandée";"commandées";"commandés";5;0;0;0;0;0;;;;;0;0;0
100643;"commandité";"commanditée";"commanditées";"commandités";5;0;0;0;0;0;;;;;0;0;0
100644;"commémoré";"commémorée";"commémorées";"commémorés";5;0;0;0;0;0;;;;;0;0;0
100645;"commencé";"commencée";"commencées";"commencés";5;0;0;0;0;0;;;;;0;0;0
100646;"commenté";"commentée";"commentées";"commentés";5;0;0;0;0;0;;;;;0;0;0
100647;"commercé";"commercée";"commercées";"commercés";5;0;0;0;0;0;;;;;0;0;0
100648;"commercialisé";"commercialisée";"commercialisées";"commercialisés";5;0;1;0;0;0;;;;;0;0;0
100649;"comméré";"commérée";"commérées";"commérés";5;0;0;0;0;0;;;;;0;0;0
100650;"commis";"commise";"commises";"commiss";5;0;0;0;0;0;;;;;0;0;279
100651;"commissionné";"commissionnée";"commissionnées";"commissionnés";5;0;0;0;0;0;;;;;0;0;0
100652;"commotionné";"commotionnée";"commotionnées";"commotionnés";5;0;0;0;0;0;;;;;0;0;0
100653;"commué";"commuée";"commuées";"commués";5;0;0;0;0;0;;;;;0;0;0
100654;"communalisé";"communalisée";"communalisées";"communalisés";5;0;1;0;0;0;;;;;0;0;0
100655;"communié";"communiée";"communiées";"communiés";5;0;0;0;0;0;;;;;0;0;0
100656;"communiqué";"communiquée";"communiquées";"communiqués";5;0;0;0;0;0;;;;;0;0;15
100657;"commuté";"commutée";"commutées";"commutés";5;0;0;0;0;0;;;;;0;0;0
100658;"compacté";"compactée";"compactées";"compactés";5;0;0;0;0;0;;;;;0;0;0
100660;"comparé";"comparée";"comparées";"comparés";5;0;0;0;0;0;;;;;0;0;1
100661;"comparu";"comparue";"comparues";"comparus";5;0;0;0;0;0;;;;;1;0;11
100662;"compartimenté";"compartimentée";"compartimentées";"compartimentés";5;0;0;0;0;0;;;;;0;0;0
100663;"compassé";"compassée";"compassées";"compassés";5;0;0;0;0;0;;;;;0;0;2
100664;"compati";"compatie";"compaties";"compatis";5;0;0;0;0;0;;;;;0;0;0
100665;"compensé";"compensée";"compensées";"compensés";5;0;0;0;0;0;;;;;0;0;1
100666;"compété";"compétée";"compétées";"compétés";5;0;0;0;0;0;;;;;0;0;0
100667;"compilé";"compilée";"compilées";"compilés";5;0;0;0;0;0;;;;;0;0;0
100668;"compissé";"compissée";"compissées";"compissés";5;0;0;0;0;0;;;;;0;0;0
100669;"complaint";"complainte";"complaintes";"complaints";5;0;0;0;0;0;;;;;0;0;18
100670;"complu ";"complu e";"complu es";"complu s";5;0;0;0;0;0;;;;;0;0;0
100671;"complanté";"complantée";"complantées";"complantés";5;0;0;0;0;0;;;;;0;0;0
100672;"complété";"complétée";"complétées";"complétés";5;0;0;0;0;0;;;;;0;0;0
100673;"complexé";"complexée";"complexées";"complexés";5;0;0;0;0;0;;;;;0;0;0
100674;"complexifié";"complexifiée";"complexifiées";"complexifiés";5;0;0;0;0;0;;;;;0;0;0
100675;"complimenté";"complimentée";"complimentées";"complimentés";5;0;0;0;0;0;;;;;0;0;0
100676;"compliqué";"compliquée";"compliquées";"compliqués";5;0;0;0;0;0;;;;;0;0;22
100677;"comploté";"complotée";"complotées";"complotés";5;0;0;0;0;0;;;;;0;0;0
100678;"comporté";"comportée";"comportées";"comportés";5;0;0;0;0;0;;;;;0;0;0
100679;"composé";"composée";"composées";"composés";5;0;0;0;0;0;;;;;0;0;60
100680;"composté";"compostée";"compostées";"compostés";5;0;0;0;0;0;;;;;0;0;0
100681;"compris";"comprise";"comprises";"compriss";5;0;0;0;0;0;;;;;0;0;832
100682;"compressé";"compressée";"compressées";"compressés";5;0;0;0;0;0;;;;;0;0;0
100683;"comprimé";"comprimée";"comprimées";"comprimés";5;0;0;0;0;0;;;;;0;0;7
100684;"compromis";"compromise";"compromises";"compromiss";5;0;0;0;0;0;;;;;0;0;1016
100685;"comptabilisé";"comptabilisée";"comptabilisées";"comptabilisés";5;0;1;0;0;0;;;;;0;0;0
100686;"compté";"comptée";"comptées";"comptés";5;0;0;0;0;0;;;;;0;0;0
100687;"compulsé";"compulsée";"compulsées";"compulsés";5;0;0;0;0;0;;;;;0;0;0
100688;"computé";"computée";"computées";"computés";5;0;0;0;0;0;;;;;0;0;0
100689;"concassé";"concassée";"concassées";"concassés";5;0;0;0;0;0;;;;;0;0;0
100690;"concédé";"concédée";"concédées";"concédés";5;0;0;0;0;0;;;;;0;0;0
100691;"concélébré";"concélébrée";"concélébrées";"concélébrés";5;0;0;0;0;0;;;;;0;0;0
100692;"concentré";"concentrée";"concentrées";"concentrés";5;0;0;0;0;0;;;;;0;0;9
100693;"conceptualisé";"conceptualisée";"conceptualisées";"conceptualisés";5;0;1;0;0;0;;;;;0;0;0
100694;"concerné";"concernée";"concernées";"concernés";5;0;0;0;0;0;;;;;0;0;0
100695;"concerté";"concertée";"concertées";"concertés";5;0;0;0;0;0;;;;;0;0;0
100696;"conçu";"conçue";"conçues";"conçus";5;0;0;0;0;0;;;;;0;0;0
100697;"conchié";"conchiée";"conchiées";"conchiés";5;0;0;0;0;0;;;;;0;0;0
100698;"concilié";"conciliée";"conciliées";"conciliés";5;0;0;0;0;0;;;;;0;0;0
100699;"conclu";"conclue";"conclues";"conclus";5;0;0;0;0;0;;;;;0;0;330
100700;"concocté";"concoctée";"concoctées";"concoctés";5;0;0;0;0;0;;;;;0;0;0
100701;"concordé";"concordée";"concordées";"concordés";5;0;0;0;0;0;;;;;0;0;0
100702;"concouru";"concourue";"concourues";"concourus";5;0;0;0;0;0;;;;;0;0;2
100703;"concrété";"concrétée";"concrétées";"concrétés";5;0;0;0;0;0;;;;;0;0;0
100704;"concrétisé";"concrétisée";"concrétisées";"concrétisés";5;0;1;0;0;0;;;;;0;0;0
100705;"concurrencé";"concurrencée";"concurrencées";"concurrencés";5;0;0;0;0;0;;;;;0;0;0
100706;"condamné";"condamnée";"condamnées";"condamnés";5;0;0;0;0;0;;;;;0;0;46
100707;"condensé";"condensée";"condensées";"condensés";5;0;0;0;0;0;;;;;0;0;4
100708;"condescendu";"condescendue";"condescendues";"condescendus";5;0;0;0;0;0;;;;;0;0;0
100709;"conditionné";"conditionnée";"conditionnées";"conditionnés";5;0;0;0;0;0;;;;;0;0;11
100710;"conduit";"conduite";"conduites";"conduits";5;0;0;0;0;0;;;;;0;0;330
100711;"confectionné";"confectionnée";"confectionnées";"confectionnés";5;0;0;0;0;0;;;;;0;0;0
100712;"confédéré";"confédérée";"confédérées";"confédérés";5;0;0;0;0;0;;;;;0;0;0
100713;"conféré";"conférée";"conférées";"conférés";5;0;0;0;0;0;;;;;0;0;0
100714;"confessé";"confessée";"confessées";"confessés";5;0;0;0;0;0;;;;;0;0;0
100715;"confié";"confiée";"confiées";"confiés";5;0;0;0;0;0;;;;;0;0;0
100716;"configuré";"configurée";"configurées";"configurés";5;0;0;0;0;0;;;;;0;0;0
100717;"confiné";"confinée";"confinées";"confinés";5;0;0;0;0;0;;;;;0;0;0
100718;"confit";"confite";"confites";"confits";5;0;0;0;0;0;;;;;0;0;16
100719;"confirmé";"confirmée";"confirmées";"confirmés";5;0;0;0;0;0;;;;;0;0;0
100720;"confisqué";"confisquée";"confisquées";"confisqués";5;0;0;0;0;0;;;;;0;0;0
100721;"conflué";"confluée";"confluées";"conflués";5;0;0;0;0;0;;;;;0;0;0
100722;"confondu";"confondue";"confondues";"confondus";5;0;0;0;0;0;;;;;0;0;8
100723;"conformé";"conformée";"conformées";"conformés";5;0;0;0;0;0;;;;;0;0;0
100724;"conforté";"confortée";"confortées";"confortés";5;0;0;0;0;0;;;;;0;0;0
100725;"confractualisé";"confractualisée";"confractualisées";"confractualisés";5;0;1;0;0;0;;;;;0;0;0
100726;"confronté";"confrontée";"confrontées";"confrontés";5;0;0;0;0;0;;;;;0;0;0
100727;"congédié";"congédiée";"congédiées";"congédiés";5;0;0;0;0;0;;;;;0;0;0
100728;"congelé";"congelée";"congelées";"congelés";5;0;0;0;0;0;;;;;0;0;0
100729;"congestionné";"congestionnée";"congestionnées";"congestionnés";5;0;0;0;0;0;;;;;0;0;0
100730;"congloméré";"conglomérée";"conglomérées";"conglomérés";5;0;0;0;0;0;;;;;0;0;0
100731;"conglutiné";"conglutinée";"conglutinées";"conglutinés";5;0;0;0;0;0;;;;;0;0;0
100732;"congratulé";"congratulée";"congratulées";"congratulés";5;0;0;0;0;0;;;;;0;0;0
100733;"congréé";"congréée";"congréées";"congréés";5;0;0;0;0;0;;;;;0;0;0
100734;"côni";"cônie";"cônies";"cônis";5;0;0;0;0;0;;;;;0;0;0
100735;"conjecturé";"conjecturée";"conjecturées";"conjecturés";5;0;0;0;0;0;;;;;0;0;0
100736;"conjoint";"conjointe";"conjointes";"conjoints";5;0;0;0;0;0;;;;;0;0;146
100737;"conjugué";"conjuguée";"conjuguées";"conjugués";5;0;0;0;0;0;;;;;0;0;25
100738;"conjuré";"conjurée";"conjurées";"conjurés";5;0;0;0;0;0;;;;;0;0;0
100739;"connu";"connue";"connues";"connus";5;0;0;0;0;0;;;;;0;0;193
100740;"connecté";"connectée";"connectées";"connectés";5;0;0;0;0;0;;;;;0;0;0
100741;"connoté";"connotée";"connotées";"connotés";5;0;0;0;0;0;;;;;0;0;0
100742;"conobré";"conobrée";"conobrées";"conobrés";5;0;0;0;0;0;;;;;0;0;0
100743;"conquis";"conquise";"conquises";"conquiss";5;0;0;0;0;0;;;;;0;0;11
100744;"consacré";"consacrée";"consacrées";"consacrés";5;0;0;0;0;0;;;;;0;0;4
100745;"conscientisé";"conscientisée";"conscientisées";"conscientisés";5;0;1;0;0;0;;;;;0;0;0
100746;"conseillé";"conseillée";"conseillées";"conseillés";5;0;0;0;0;0;;;;;0;0;0
100747;"consenti";"consentie";"consenties";"consentis";5;0;0;0;0;0;;;;;0;0;34
100748;"conservé";"conservée";"conservées";"conservés";5;0;0;0;0;0;;;;;0;0;7
100749;"considéré";"considérée";"considérées";"considérés";5;0;0;0;0;0;;;;;0;0;0
100750;"consigné";"consignée";"consignées";"consignés";5;0;0;0;0;0;;;;;0;0;0
100751;"consisté";"consistée";"consistées";"consistés";5;0;0;0;0;0;;;;;0;0;0
100752;"consolé";"consolée";"consolées";"consolés";5;0;0;0;0;0;;;;;0;0;0
100753;"consolidé";"consolidée";"consolidées";"consolidés";5;0;0;0;0;0;;;;;0;0;6
100754;"consommé";"consommée";"consommées";"consommés";5;0;0;0;0;0;;;;;0;0;12
100755;"consoné";"consonée";"consonées";"consonés";5;0;0;0;0;0;;;;;0;0;0
100756;"conspiré";"conspirée";"conspirées";"conspirés";5;0;0;0;0;0;;;;;0;0;0
100757;"conspué";"conspuée";"conspuées";"conspués";5;0;0;0;0;0;;;;;0;0;0
100758;"constaté";"constatée";"constatées";"constatés";5;0;0;0;0;0;;;;;0;0;0
100759;"constellé";"constellée";"constellées";"constellés";5;0;0;0;0;0;;;;;0;0;0
100760;"consterné";"consternée";"consternées";"consternés";5;0;0;0;0;0;;;;;0;0;0
100761;"constipé";"constipée";"constipées";"constipés";5;0;0;0;0;0;;;;;0;0;1
100762;"constitué";"constituée";"constituées";"constitués";5;0;0;0;0;0;;;;;0;0;9
100763;"constitutionnalisé";"constitutionnalisée";"constitutionnalisées";"constitutionnalisés";5;0;1;0;0;0;;;;;0;0;0
100764;"construit";"construite";"construites";"construits";5;0;0;0;0;0;;;;;0;0;13
100765;"consulté";"consultée";"consultées";"consultés";5;0;0;0;0;0;;;;;0;0;0
100766;"consumé";"consumée";"consumées";"consumés";5;0;0;0;0;0;;;;;0;0;0
100767;"contacté";"contactée";"contactées";"contactés";5;0;0;0;0;0;;;;;0;0;0
100768;"contagionné";"contagionnée";"contagionnées";"contagionnés";5;0;0;0;0;0;;;;;0;0;0
100769;"containerisé";"containerisée";"containerisées";"containerisés";5;0;1;0;0;0;;;;;0;0;0
100770;"contaminé";"contaminée";"contaminées";"contaminés";5;0;0;0;0;0;;;;;0;0;0
100771;"contemplé";"contemplée";"contemplées";"contemplés";5;0;0;0;0;0;;;;;0;0;0
100772;"conteneurisé";"conteneurisée";"conteneurisées";"conteneurisés";5;0;1;0;0;0;;;;;0;0;0
100773;"contenu";"contenue";"contenues";"contenus";5;0;0;0;0;0;;;;;0;0;672
100774;"contenté";"contentée";"contentées";"contentés";5;0;0;0;0;0;;;;;0;0;0
100775;"conté";"contée";"contées";"contés";5;0;0;0;0;0;;;;;0;0;0
100776;"contesté";"contestée";"contestées";"contestés";5;0;0;0;0;0;;;;;0;0;0
100777;"contingenté";"contingentée";"contingentées";"contingentés";5;0;0;0;0;0;;;;;0;0;0
100778;"continué";"continuée";"continuées";"continués";5;0;0;0;0;0;;;;;0;0;0
100779;"contorsionné";"contorsionnée";"contorsionnées";"contorsionnés";5;0;0;0;0;0;;;;;0;0;0
100780;"contourné";"contournée";"contournées";"contournés";5;0;0;0;0;0;;;;;0;0;0
100781;"contracté";"contractée";"contractées";"contractés";5;0;0;0;0;0;;;;;0;0;0
100782;"contractualisé";"contractualisée";"contractualisées";"contractualisés";5;0;1;0;0;0;;;;;0;0;0
100783;"contracturé";"contracturée";"contracturées";"contracturés";5;0;0;0;0;0;;;;;0;0;0
100784;"contraint";"contrainte";"contraintes";"contraints";5;0;0;0;0;0;;;;;0;0;70
100785;"contrarié";"contrariée";"contrariées";"contrariés";5;0;0;0;0;0;;;;;0;0;5
100786;"contrasté";"contrastée";"contrastées";"contrastés";5;0;0;0;0;0;;;;;0;0;2
100788;"contre-bouté";"contre-boutée";"contre-boutées";"contre-boutés";5;0;0;0;0;0;;;;;0;0;0
100798;"contrebalancé";"contrebalancée";"contrebalancées";"contrebalancés";5;0;0;0;0;0;;;;;0;0;0
100799;"contrebattu";"contrebattue";"contrebattues";"contrebattus";5;0;0;0;0;0;;;;;0;0;0
100800;"contrebouté";"contreboutée";"contreboutées";"contreboutés";5;0;0;0;0;0;;;;;0;0;0
119032;"après-midi";;;;0;0;0;0;0;0;;;;;0;0;86
119033;"après-ski";;;"après-skis";0;0;0;0;0;0;;;;;0;0;1
119034;"après-vente";;;;0;0;0;0;0;0;;;;;0;0;0
119035;"à-propos";;;;0;0;0;0;0;0;;;;;0;0;0
119036;"arc-boutant";;;"arcs-boutants";0;0;0;0;0;0;;;;;0;0;1
119037;"arc-bouté";"arc-boutée";"arc-boutées";"arc-boutés";0;0;0;0;0;0;;;;;0;0;0
119038;"arc-bouter";;;;0;0;0;0;0;0;;;;;0;0;2
119039;"arc-doubleau";;;"arcs-doubleaux";0;0;0;0;0;0;;;;;0;0;0
119040;"arc-en-ciel";;;"arcs-en-ciel";0;0;0;0;0;0;;;;;0;0;3
119041;"arrache-pied";;;;0;0;0;0;0;0;;;;;0;0;0
119042;"arrière-ban";;;"arrière-bans";0;0;0;0;0;0;;;;;0;0;1
119043;"arrière-bec";;;"arrière-becs";0;0;0;0;0;0;;;;;0;0;0
119044;"arrière-bouche";;;"arrière-bouches";0;0;0;0;0;0;;;;;0;0;0
119045;"arrière-boutique";;;"arrière-boutiques";0;0;0;0;0;0;;;;;0;0;7
119046;"arrière-cerveau";;;"arrière-cerveaux";0;0;0;0;0;0;;;;;0;0;0
119047;"arrière-choeur";;;"arrière-choeurs";0;0;0;0;0;0;;;;;0;0;0
119048;"arrière-corps";;;;0;0;0;0;0;0;;;;;0;0;0
119049;"arrière-cour";;;"arrière-cours";0;0;0;0;0;0;;;;;0;0;1
119050;"arrière-faix";;;;0;0;0;0;0;0;;;;;0;0;0
100801;"contrebraqué";"contrebraquée";"contrebraquées";"contrebraqués";5;0;0;0;0;0;;;;;0;0;0
100802;"contrebuté";"contrebutée";"contrebutées";"contrebutés";5;0;0;0;0;0;;;;;0;0;0
100803;"contrecarré";"contrecarrée";"contrecarrées";"contrecarrés";5;0;0;0;0;0;;;;;0;0;0
100804;"contredit";"contredite";"contredites";"contredits";5;0;0;0;0;0;;;;;0;0;3
100805;"contrefait";"contrefaite";"contrefaites";"contrefaits";5;0;0;0;0;0;;;;;0;0;0
100807;"contrefiché";"contrefichée";"contrefichées";"contrefichés";5;0;0;0;0;0;;;;;1;0;0
100808;"contrefoutu";"contrefoutue";"contrefoutues";"contrefoutus";5;0;0;0;0;0;;;;;0;0;0
100809;"contremandé";"contremandée";"contremandées";"contremandés";5;0;0;0;0;0;;;;;0;0;0
100810;"contremarqué";"contremarquée";"contremarquées";"contremarqués";5;0;0;0;0;0;;;;;0;0;0
100811;"contré";"contrée";"contrées";"contrés";5;0;0;0;0;0;;;;;0;0;0
100812;"contresigné";"contresignée";"contresignées";"contresignés";5;0;1;0;0;0;;;;;0;0;0
100813;"contrevenu";"contrevenue";"contrevenues";"contrevenus";5;0;0;0;0;0;;;;;0;0;0
100814;"contreventé";"contreventée";"contreventées";"contreventés";5;0;0;0;0;0;;;;;0;0;0
100815;"contribué";"contribuée";"contribuées";"contribués";5;0;0;0;0;0;;;;;0;0;0
100816;"contristé";"contristée";"contristées";"contristés";5;0;0;0;0;0;;;;;0;0;0
100817;"contrôlé";"contrôlée";"contrôlées";"contrôlés";5;0;0;0;0;0;;;;;0;0;0
100818;"controuvé";"controuvée";"controuvées";"controuvés";5;0;0;0;0;0;;;;;0;0;1
100819;"controversé";"controversée";"controversées";"controversés";5;0;0;0;0;0;;;;;0;0;5
100820;"contusionné";"contusionnée";"contusionnées";"contusionnés";5;0;1;0;0;0;;;;;0;0;0
100821;"convaincu";"convaincue";"convaincues";"convaincus";5;0;0;0;0;0;;;;;0;0;29
100822;"convenu";"convenue";"convenues";"convenus";5;0;0;0;0;0;;;;;0;0;77
100823;"conventionné";"conventionnée";"conventionnées";"conventionnés";5;0;0;0;0;0;;;;;0;0;0
100824;"convergé";"convergée";"convergées";"convergés";5;0;0;0;0;0;;;;;0;0;0
100825;"conversé";"conversée";"conversées";"conversés";5;0;0;0;0;0;;;;;0;0;0
100826;"converti";"convertie";"converties";"convertis";5;0;0;0;0;0;;;;;0;0;5
100827;"convié";"conviée";"conviées";"conviés";5;0;0;0;0;0;;;;;0;0;0
100828;"convivialisé";"convivialisée";"convivialisées";"convivialisés";5;0;1;0;0;0;;;;;0;0;0
100829;"convoité";"convoitée";"convoitées";"convoités";5;0;0;0;0;0;;;;;0;0;0
100830;"convolé";"convolée";"convolées";"convolés";5;0;0;0;0;0;;;;;0;0;0
100831;"convoqué";"convoquée";"convoquées";"convoqués";5;0;0;0;0;0;;;;;0;0;0
100832;"convoyé";"convoyée";"convoyées";"convoyés";5;0;0;0;0;0;;;;;0;0;0
100833;"convulsé";"convulsée";"convulsées";"convulsés";5;0;0;0;0;0;;;;;0;0;0
100834;"convulsionné";"convulsionnée";"convulsionnées";"convulsionnés";5;0;0;0;0;0;;;;;0;0;0
100835;"coopéré";"coopérée";"coopérées";"coopérés";5;0;0;0;0;0;;;;;0;0;0
100836;"coopté";"cooptée";"cooptées";"cooptés";5;0;0;0;0;0;;;;;0;0;0
100837;"coordonné";"coordonnée";"coordonnées";"coordonnés";5;0;0;0;0;0;;;;;0;0;1
100838;"copartagé";"copartagée";"copartagées";"copartagés";5;0;0;0;0;0;;;;;0;0;0
100839;"copermuté";"copermutée";"copermutées";"copermutés";5;0;0;0;0;0;;;;;0;0;0
100840;"copié";"copiée";"copiées";"copiés";5;0;0;0;0;0;;;;;0;0;0
100841;"copiné";"copinée";"copinées";"copinés";5;0;0;0;0;0;;;;;0;0;0
100842;"copossédé";"copossédée";"copossédées";"copossédés";5;0;0;0;0;0;;;;;0;0;0
100843;"coproduié";"coproduiée";"coproduiées";"coproduiés";5;0;0;0;0;0;;;;;0;0;0
100844;"copulé";"copulée";"copulées";"copulés";5;0;0;0;0;0;;;;;0;0;0
100845;"coqué";"coquée";"coquées";"coqués";5;0;0;0;0;0;;;;;0;0;0
100846;"coqueriqué";"coqueriquée";"coqueriquées";"coqueriqués";5;0;0;0;0;0;;;;;0;0;0
100847;"coqueté";"coquetée";"coquetées";"coquetés";5;0;0;0;0;0;;;;;0;0;0
100848;"coquillé";"coquillée";"coquillées";"coquillés";5;0;0;0;0;0;;;;;0;0;0
100849;"cordelé";"cordelée";"cordelées";"cordelés";5;0;0;0;0;0;;;;;0;0;0
100850;"cordé";"cordée";"cordées";"cordés";5;0;0;0;0;0;;;;;0;0;0
100851;"cordonné";"cordonnée";"cordonnées";"cordonnés";5;0;0;0;0;0;;;;;0;0;0
100852;"cornaqué";"cornaquée";"cornaquées";"cornaqués";5;0;0;0;0;0;;;;;0;0;0
100853;"corné";"cornée";"cornées";"cornés";5;0;0;0;0;0;;;;;0;0;0
100854;"correctionnalisé";"correctionnalisée";"correctionnalisées";"correctionnalisés";5;0;1;0;0;0;;;;;0;0;0
100855;"corrélé";"corrélée";"corrélées";"corrélés";5;0;0;0;0;0;;;;;0;0;0
100856;"correspondu";"correspondue";"correspondues";"correspondus";5;0;0;0;0;0;;;;;0;0;1
100857;"corrigé";"corrigée";"corrigées";"corrigés";5;0;0;0;0;0;;;;;0;0;0
100858;"corroboré";"corroborée";"corroborées";"corroborés";5;0;0;0;0;0;;;;;0;0;0
100859;"corrodé";"corrodée";"corrodées";"corrodés";5;0;0;0;0;0;;;;;0;0;0
100860;"corrompu";"corrompue";"corrompues";"corrompus";5;0;0;0;0;0;;;;;0;0;2
100861;"corroyé";"corroyée";"corroyées";"corroyés";5;0;0;0;0;0;;;;;0;0;0
100862;"corsé";"corsée";"corsées";"corsés";5;0;0;0;0;0;;;;;0;0;1
100863;"corseté";"corsetée";"corsetées";"corsetés";5;0;0;0;0;0;;;;;0;0;0
100864;"cosigné";"cosignée";"cosignées";"cosignés";5;0;1;0;0;0;;;;;0;0;0
