"forme";"z";"type"
"fourguer";0;7
"fourmiller";0;7
"fournir";0;7
"fourrager";0;7
"fourrer";0;7
"fourvoyer";0;7
"fouter";0;7
"foutre";0;7
"fracasser";0;7
"fractionner";0;7
"fracturer";0;7
"fragiliser";1;7
"fragmenter";0;7
"fraîchir";0;7
"fraiser";1;7
"framboiser";1;7
"franchir";0;7
"franciser";1;7
"francophoniser";1;7
"franger";0;7
"fransquillonner";0;7
"frapper";0;7
"fraser";1;7
"fraterniser";1;7
"frauder";0;7
"frayer";0;7
"fredonner";0;7
"frégater";0;7
"freiner";0;7
"frelater";0;7
"frémir";0;7
"fréquenter";0;7
"fréter";0;7
"frétiller";0;7
"fretter";0;7
"fricasser";0;7
"fricoter";0;7
"frictionner";0;7
"frigorifier";0;7
"frigorifuger";0;7
"frimer";0;7
"fringuer";0;7
"friper";0;7
"friponner";0;7
"frire";0;7
"friser";1;7
"frisotter";1;7
"frissonner";0;7
"fristiquer";0;7
"fritter";0;7
"froidir";0;7
"froisser";0;7
"frôler";0;7
"fromager";0;7
"froncer";0;7
"fronder";0;7
"frotter";0;7
"frouer";0;7
"froufrouter";0;7
"fructifier";0;7
"frusquer";0;7
"frustrer";0;7
"fuguer";0;7
"fuir";0;7
"fulgurer";0;7
"fulminer";0;7
"fumer";0;7
"fumeronner";0;7
"fumiger";0;7
"fureter";0;7
"fuseler";1;7
"fuser";1;7
"fusiller";1;7
"fusionner";1;7
"fustiger";0;7
"gabarier";0;7
"gabionner";0;7
"gabouiller";0;7
"gâcher";0;7
"gadgétiser";1;7
"gaffer";0;7
"gager";0;7
"gagner";0;7
"gainer";0;7
"galantiser";1;7
"galber";0;7
"galéjer";0;7
"galérer";0;7
"galipoter";0;7
"galonner";0;7
"galoper";0;7
"galvaniser";1;7
"galvauder";0;7
"gambader";0;7
"gambergeailler";0;7
"gamberger";0;7
"gambier";0;7
"gambiller";0;7
"gaminer";0;7
"gangrener";0;7
"ganser";0;7
"ganter";0;7
"garancer";0;7
"garantir";0;7
"garder";0;7
"garer";0;7
"se gargariser";1;7
"gargoter";0;7
"gargouiller";0;7
"garnir";0;7
"garrocher";0;7
"garrotter";0;7
"gasconner";0;7
"gaspiller";0;7
"gastrectomiser";1;7
"gâter";0;7
"gâtifier";0;7
"gauchir";0;7
"gaudir";0;7
"gaufrer";0;7
"gauler";0;7
"se gausser";0;7
"gaver";0;7
"gazéifier";1;7
"gazer";1;7
"gazonner";1;7
"gazouiller";1;7
"geindre";0;7
"gélatiner";0;7
"gélatiniser";1;7
"geler";0;7
"gélifier";0;7
"géminer";0;7
"gémir";0;7
"gemmer";0;7
"se gendarmer";0;7
"gêner";0;7
"généraliser";1;7
"générer";0;7
"géométriser";1;7
"gerber";0;7
"gercer";0;7
"gérer";0;7
"germaniser";1;7
"germer";0;7
"gesticuler";0;7
"giboyer";0;7
"gicler";0;7
"gifler";0;7
"gigoter";0;7
"giguer";0;7
"gironner";0;7
"girouetter";0;7
"gîter";0;7
"givrer";0;7
"glacer";0;7
"glairer";0;7
"glaiser";1;7
"glander";0;7
"glandouiller";0;7
"glaner";0;7
"glapir";0;7
"glatir";0;7
"glavioter";0;7
"glaviotter";0;7
"gléner";0;7
"glisser";0;7
"globaliser";1;7
"glorifier";0;7
"gloser";1;7
"glouglouter";0;7
"glousser";0;7
"glycériner";0;7
"gober";0;7
"se goberger";0;7
"gobeter";0;7
"gobichonner";0;7
"godailler";0;7
"goder";0;7
"godiller";0;7
"godronner";0;7
"goguenarder";0;7
"se goinfrer";0;7
"se gominer";0;7
"gommer";0;7
"gonder";0;7
"gondoler";0;7
"gonfler";0;7
"gorger";0;7
"gosser";0;7
"gouacher";0;7
"gouailler";0;7
"goudronner";0;7
"gouger";0;7
"goujonner";0;7
"goupiller";0;7
"goupillonner";0;7
"gourbiller";0;7
"se gourer";0;7
"gourmander";0;7
"gournabler";0;7
"goûter";0;7
"goutter";0;7
"gouverner";0;7
"gracier";0;7
"grader";0;7
"graduer";0;7
"graffiter";0;7
"grafigner";0;7
"grailler";0;7
"graillonner";0;7
"grainer";0;7
"graisser";0;7
"grammaticaliser";1;7
"grandir";0;7
"graniter";0;7
"granuler";0;7
"graphiter";0;7
"grappiller";0;7
"grasseyer";0;7
"graticuler";0;7
"gratifier";0;7
"gratiner";0;7
"gratouiller";0;7
"gratter";0;7
"grattouiller";0;7
"graver";0;7
"gravillonner";0;7
"gravir";0;7
"graviter";0;7
"gréciser";1;7
"grecquer";0;7
"gréer";0;7
"greffer";0;7
"grêler";0;7
"grelotter";0;7
"grenailler";0;7
"greneler";0;7
"grener";0;7
"grenouiller";0;7
"gréser";1;7
"grésiller";1;7
"grever";0;7
"greyer";0;7
"gribouiller";0;7
"gricher";0;7
"griffer";0;7
"griffonner";0;7
"grigner";0;7
"grignoter";0;7
"grillager";0;7
"griller";0;7
"grimacer";0;7
"grimer";0;7
"grimper";0;7
"grincer";0;7
"grincher";0;7
"gringuer";0;7
"gripper";0;7
"grisailler";1;7
"griser";1;7
"grisoler";1;7
"grisoller";1;7
"grisonner";1;7
"griveler";0;7
"grognasser";0;7
"grogner";0;7
"grognonner";0;7
"grommeler";0;7
"gronder";0;7
"grossir";0;7
"grossoyer";0;7
"grouiller";0;7
"grouiner";0;7
"grouper";0;7
"gruger";0;7
"se grumeler";0;7
"grusiner";1;7
"guéer";0;7
"guérir";0;7
"guerroyer";0;7
"guêtrer";0;7
"guetter";0;7
"gueuler";0;7
"gueuletonner";0;7
"gueuser";1;7
"guider";0;7
"guigner";0;7
"guillemeter";0;7
"guillocher";0;7
"guillotiner";0;7
"guincher";0;7
"guinder";0;7
"guiper";0;7
"habiliter";0;7
"habiller";0;7
"habiter";0;7
"habituer";0;7
"habler";0;7
"hacher";0;7
"hachurer";0;7
"haïr";0;7
"halener";0;7
"haler";0;7
"hâler ";0;7
"haleter";0;7
"halluciner";0;7
"halogéner";0;7
"hameçonner";0;7
"hancher";0;7
"handicaper";0;7
"hannetonner";0;7
"hanter";0;7
"happer";0;7
"haranguer";0;7
"harasser";0;7
"harceler";0;7
"harder";0;7
"harmoniser";1;7
"harnacher";0;7
"harpailler";0;7
"harper";0;7
"harponner";0;7
"hasarder";1;7
"hâter";0;7
"haubaner";0;7
"hausser";0;7
"haver";0;7
"havir";0;7
"héberger";0;7
"hébéter";0;7
"hébraïser";0;7
"héler";0;7
"hélitreuiller";0;7
"helléniser";1;7
"hennir";0;7
"herbager";0;7
"herber";0;7
"herboriser";1;7
"hercher";0;7
"hérisser";0;7
"hérissonner";0;7
"hériter";0;7
"héroliser";1;7
"herscher";0;7
"herser";0;7
"hésiter";1;7
"heurter";0;7
"hiberner";0;7
"hiérarchiser";1;7
"hisser";0;7
"historier";0;7
"hiverner";0;7
"hocher";0;7
"holographier";0;7
"homogénéifier";0;7
"homogénéiser";1;7
"homologuer";0;7
"hongrer";0;7
"hongroyer";0;7
"honnir";0;7
"honorer";0;7
"hoqueter";0;7
"hormoner";0;7
"horrifier";0;7
"horripiler";0;7
"hospitaliser";1;7
"hotter";0;7
"houblonner";0;7
"houer";0;7
"houpper";0;7
"hourder";0;7
"hourdir";0;7
"houspiller";0;7
"housser";0;7
"houssiner";0;7
"hucher";0;7
"huer";0;7
"huiler";0;7
"hululer";0;7
"humaniser";1;7
"humecter";0;7
"humer";0;7
"humidifier";0;7
"humilier";0;7
"hurler";0;7
"hybrider";0;7
"hydrater";0;7
"hydrofuger";0;7
"hydrogéner";0;7
"hydrolyser";1;7
"hypertrophier";0;7
"hypnotiser";1;7
"hypostasier";1;7
"hypothéquer";0;7
"idéaliser";1;7
"identifier";0;7
"idéologiser";1;7
"idiotifier";0;7
"idiotiser";1;7
"idolâtrer";0;7
"ignifuger";0;7
"ignorer";0;7
"illuminer";0;7
"illusionner";1;7
"illustrer";0;7
"imager";0;7
"imaginer";0;7
"imbiber";0;7
"imbriquer";0;7
"imiter";0;7
"immatérialiser";1;7
"immatriculer";0;7
"immerger";0;7
"immigrer";0;7
"s'immiscer";0;7
"immobiliser";1;7
"immoler";0;7
"immortaliser";1;7
"immuniser";1;7
"impacter";0;7
"impartir";0;7
"impatienter";0;7
"impatroniser";1;7
"imperméabiliser";1;7
"impétrer";0;7
"implanter";0;7
"implémenter";0;7
"impliquer";0;7
"implorer";0;7
"imploser";1;7
"importer";0;7
"importuner";0;7
"imposer";1;7
"imprégner";0;7
"impressionner";0;7
"imprimer";0;7
"improuver";0;7
"improviser";1;7
"impulser";0;7
"imputer";0;7
"inactiver";0;7
"inaugurer";0;7
"incarcérer";0;7
"incarner";0;7
"incendier";0;7
"incidenter";0;7
"incinérer";0;7
"inciser";1;7
"inciter";0;7
"incliner";0;7
"inclure";0;7
"incomber";0;7
"incommoder";0;7
"incorporer";0;7
"incrémenter";0;7
"incriminer";0;7
"incruster";0;7
"incuber";0;7
"inculper";0;7
"inculquer";0;7
"incurver";0;7
"indemniser";1;7
"indexer";0;7
"indianiser";1;7
"indicer";0;7
"indifférer";0;7
"indigner";0;7
"indiquer";0;7
"indisposer";1;7
"individualiser";1;7
"induire";0;7
"indulgencier";0;7
"indurer";0;7
"industrialiser";1;7
"infantiliser";1;7
"infatuer";0;7
"infecter";0;7
"inféoder";0;7
"inférer";0;7
"inférioriser";1;7
"infester";0;7
"infiltrer";0;7
"infirmer";0;7
"infléchir";0;7
"infliger";0;7
"influencer";0;7
"influer";0;7
"informatiser";1;7
"informer";0;7
"infuser";1;7
"s'ingénier";0;7
"ingérer";0;7
"ingurgiter";0;7
"inhaler";0;7
"inhiber";0;7
"inhumer";0;7
"initialiser";1;7
"initier";0;7
"injecter";0;7
"injurier";0;7
"innerver";0;7
"innocenter";0;7
"innover";0;7
"inoculer";0;7
"inonder";0;7
"inquiéter";0;7
"inscrire";0;7
"insculper";0;7
"inséminer";0;7
"insensibiliser";1;7
"insérer";0;7
"insinuer";0;7
"insister";0;7
"insoler";0;7
"insolubiliser";1;7
"insonoriser";1;7
"inspecter";0;7
"inspirer";0;7
"installer";0;7
"instaurer";0;7
"instiguer";0;7
"instiller";0;7
"instituer";0;7
"institutionnaliser";1;7
"instruire";0;7
"instrumentaliser";1;7
"instrumenter";0;7
"insuffler";0;7
"insulter";0;7
"insupporter";0;7
"s'insurger";0;7
"intailler";0;7
"intégrer";0;7
"intellectualiser";1;7
"intensifier";0;7
"intenter";0;7
"interagir";0;7
"intercaler";0;7
"intercéder";0;7
"intercepter";0;7
"interclasser";0;7
"interconnecter";0;7
"interdire";0;7
"intéresser";0;7
"interférer";0;7
"interfolier";0;7
"intérioriser";1;7
"interjeter";0;7
"interligner";0;7
"interloquer";0;7
"internationaliser";1;7
"interner";0;7
"interpeller";0;7
"s'interpénétrer";0;7
"interpoler";0;7
"interposer";1;7
"interpréter";0;7
"interroger";0;7
"interrompre";0;7
"intervenir";0;7
"intervertir";0;7
"interviewer";0;7
"intimer";0;7
"intimider";0;7
"intituler";0;7
"intoxiquer";0;7
"intriguer";0;7
"intriquer";0;7
"introduire";0;7
"introniser";1;7
"intuber";0;7
"intuitionner";0;7
"s'invaginer";0;7
"invalider";0;7
"invectiver";0;7
"inventer";0;7
"inventorier";0;7
"inverser";0;7
"invertir";0;7
"investir";0;7
"invétérer";0;7
"inviter";0;7
"invoquer";0;7
"ioder";0;7
"iodler";0;7
"ioniser";1;7
"iouler";0;7
"iriser";1;7
"ironiser";1;7
"irradier";0;7
"irriguer";0;7
"irriter";0;7
"islamiser";1;7
"isoler";1;7
"issir";0;7
"italianiser";1;7
"itérer";0;7
"ixer";0;7
"jabler";0;7
"jaboter";0;7
"jacasser";0;7
"jachérer";0;7
"jacter";0;7
"jaillir";0;7
"jalonner";0;7
"jalouser";1;7
"jambonner";0;7
"japoniser";1;7
"japonner";0;7
"japper";0;7
"jardiner";0;7
"jargonner";0;7
"jarreter";0;7
"jaser";1;7
"jasper";0;7
"jaspiner";0;7
"jauger";0;7
"jaunir";0;7
"javeler";0;7
"javelliser";1;7
"jerker";0;7
"jeter";0;7
"jeûner";0;7
"jobarder";0;7
"jodler";0;7
"jogger";0;7
"joindre";0;7
"jointoyer";0;7
"joncer";0;7
"joncher";0;7
"jongler";0;7
"jouailler";0;7
"joualiser";1;7
"jouer";0;7
"jouir";0;7
"jouquer";0;7
"jouter";0;7
"jouxter";0;7
"jubiler";0;7
"jucher";0;7
"judaïser";0;7
"juger";0;7
"juguler";0;7
"jumeler";0;7
"juponner";0;7
"jurer";0;7
"justicier";0;7
"justifier";0;7
"juter";0;7
"juxtaposer";1;7
"kératiniser";1;7
"kidnapper";0;7
"kilométrer";0;7
"klaxonner";0;7
"labelliser";1;7
"labialiser";1;7
"labourer";0;7
"lacer";0;7
"lacérer";0;7
"lâcher";0;7
"laïciser";1;7
"lainer";0;7
"laisser";0;7
"laitonner";0;7
"laïusser";0;7
"lambiner";0;7
"lambrisser";0;7
"lamenter";0;7
"lamer";0;7
"laminer";0;7
"lamper";0;7
"lancer";0;7
"lanciner";0;7
"langer";0;7
"langueyer";0;7
"languir";0;7
"lanterner";0;7
"laper";0;7
"lapider";0;7
"lapidifier";0;7
"lapiner";0;7
"laquer";0;7
"larder";0;7
"lardonner";0;7
"larguer";0;7
"larmoyer";0;7
"laryngectomiser";1;7
"lasser";0;7
"latiniser";1;7
"latter";0;7
"laver";0;7
"layer";0;7
"lécher";0;7
"légaliser";1;7
"légender";0;7
"légiférer";0;7
"légitimer";0;7
"léguer";0;7
"lemmatiser";1;7
"lénifier";0;7
"léser";1;7
"lésiner";1;7
"lessiver";0;7
"lester";0;7
"leurrer";0;7
"lever";0;7
"léviger";0;7
"léviter";0;7
"levretter";0;7
"se lexicaliser";1;7
"lézarder";1;7
"liaisonner";1;7
"liarder";0;7
"libeller";0;7
"libéraliser";1;7
"libérer";0;7
"licencier";0;7
"licher";0;7
"liciter";0;7
"liéger";0;7
"lier";0;7
"lifter";0;7
"ligaturer";0;7
"ligner";0;7
"se lignifier";0;7
"ligoter";0;7
"liguer";0;7
"limander";0;7
"limer";0;7
"limiter";0;7
"limoger";0;7
"limoner";0;7
"limousiner";1;7
"linger";0;7
"liquater";0;7
"liquéfier";0;7
"liquider";0;7
"lire";0;7
"lisérer";1;7
"liserer";1;7
"lisser";0;7
"lister";0;7
"liter";0;7
"lithographier";0;7
"livrer";0;7
"lixivier";0;7
"lober";0;7
"lobotomiser";1;7
"localiser";1;7
"locher";0;7
"lock-outer";0;7
"lockouter";0;7
"lofer";0;7
"loger";0;7
"longer";0;7
"loquer";0;7
"lorgner";0;7
"lotionner";0;7
"lotir";0;7
"louanger";0;7
"loucher";0;7
"louchir";0;7
"louer";0;7
"loufer";0;7
"louper";0;7
"lourder";0;7
"lourer";0;7
"louver";0;7
"louveter";0;7
"louvoyer";0;7
"lover";0;7
"lubrifier";0;7
"lucher";0;7
"luger";0;7
"luire";0;7
"luncher";0;7
"lustrer";0;7
"luter";0;7
"lutiner";0;7
"lutter";0;7
"luxer";0;7
"lyncher";0;7
"lyophiliser";1;7
"lyrer";0;7
"lyser";1;7
"macadamiser";1;7
"macérer";0;7
"mâcher";0;7
"machicoter";0;7
"machiner";0;7
"mâchonner";0;7
"mâchouiller";0;7
"mâchurer";0;7
"macler";0;7
"maçonner";0;7
"macquer";0;7
"maculer";0;7
"madéfier";0;7
"madériser";1;7
"madrigaliser";1;7
"maganer";0;7
"magasiner";1;7
"se magner";0;7
"magnétiser";1;7
"magnétoscoper";0;7
"magnifier";0;7
"magouiller";0;7
"magyariser";1;7
"maigrir";0;7
"mailler";0;7
"mainmettre";0;7
"maintenir";0;7
"maîtriser";1;7
"majorer";0;7
"malaxer";0;7
"malfaire";0;7
"malléabiliser";1;7
"malmener";0;7
"malter";0;7
"maltraiter";0;7
"mamelonner";0;7
"manager";0;7
"manchonner";0;7
"mandater";0;7
"mander";0;7
"mandriner";0;7
"manéger";0;7
"mangeotter";0;7
"manger";0;7
"manier";0;7
"maniérer";0;7
"manifester";0;7
"manigancer";0;7
"manipuler";0;7
"mannequiner";0;7
"manoeuvrer";0;7
"manoquer";0;7
"manquer";0;7
"mansarder";0;7
"manucurer";0;7
"manufacturer";0;7
"manutentionner";0;7
"mapper";0;7
"maquer";0;7
"maquereauter";0;7
"maquereller";0;7
"maquetter";0;7
"maquignonner";0;7
"maquiller";0;7
"paralyser";1;7
"paramétrer";0;7
"parangonner";0;7
"parapher";0;7
"paraphraser";1;7
"parasiter";1;7
"parcellariser";1;7
"parceller";0;7
"parcelliser";1;7
"parcheminer";0;7
"parcoriser";1;7
"parcourir";0;7
"pardonner";0;7
"parementer";0;7
"parer";0;7
"paresser";0;7
"parfaire";0;7
"parfiler";0;7
"parfondre";0;7
"parfumer";0;7
"parier";0;7
"se parjurer";0;7
"parkériser";1;7
"parlementer";0;7
"parler";0;7
"parloter";0;7
"parodier";0;7
"parquer";0;7
"parqueter";0;7
"parrainer";0;7
"parsemer";0;7
"partager";0;7
"participer";0;7
"particulariser";1;7
"partir";0;7
"partouser";1;7
"partouzer";1;7
"parvenir";0;7
"passager";0;7
"passementer";0;7
"passepoiler";0;7
"passer";0;7
"passionner";0;7
"passiver";0;7
"pasteller";0;7
"pasteuriser";1;7
"pasticher";0;7
"pastiller";0;7
"pastiquer";0;7
"patafioler";0;7
"patarasser";0;7
"patauger";0;7
"pateliner";0;7
"patenter";0;7
"pâter";0;7
"patienter";0;7
"patiner";0;7
"pâtir";0;7
"pâtisser";0;7
"patoiser";1;7
"patouiller";0;7
"patronner";0;7
"patrouiller";0;7
"patter";0;7
"pâturer";0;7
"paumer";0;7
"paumoyer";0;7
"paupériser";1;7
"pauser";1;7
"se pavaner";0;7
"paver";0;7
"pavoiser";1;7
"payer";0;7
"paysager";1;7
"peaufiner";0;7
"peausser";0;7
"pécher";0;7
"pêcher";0;7
"pécloter";0;7
"pédaler";0;7
"peigner";0;7
"peindre";0;7
"peiner";0;7
"peinturer";0;7
"peinturlurer";0;7
"pelauder";0;7
"peler";0;7
"pelleter";0;7
"peloter";0;7
"pelotonner";0;7
"pelucher";0;7
"pénaliser";1;7
"pencher";0;7
"pendiller";0;7
"pendouiller";0;7
"pendre";0;7
"penduler";0;7
"pénétrer";0;7
"penser";0;7
"pensionner";0;7
"pépier";0;7
"percer";0;7
"percevoir";0;7
"percher";0;7
"percuter";0;7
"perdre";0;7
"perdurer";0;7
"pérégriner";0;7
"pérenniser";1;7
"perfectionner";0;7
"perforer";0;7
"perfuser";1;7
"péricliter";0;7
"se périmer";0;7
"périphraser";1;7
"périr";0;7
"perler";0;7
"permanenter";0;7
"perméabiliser";1;7
"permettre";0;7
"permuter";0;7
"pérorer";0;7
"peroxyder";0;7
"perpétrer";0;7
"perpétuer";0;7
"perquisitionner";1;7
"perreyer";0;7
"persécuter";0;7
"persévérer";0;7
"persifler";0;7
"persiller";0;7
"persister";0;7
"personnaliser";1;7
"personnifier";0;7
"persuader";0;7
"perturber";0;7
"pervertir";0;7
"pervibrer";0;7
"peser";1;7
"pester";0;7
"pestiférer";0;7
"pétarader";0;7
"pétarder";0;7
"péter";0;7
"pétiller";0;7
"pétitionner";0;7
"pétouiller";0;7
"pétrarquiser";1;7
"pétrifier";0;7
"pétrir";0;7
"pétuner";0;7
"peupler";0;7
"phagocyter";0;7
"philosopher";1;7
"phlogistiquer";0;7
"phosphater";0;7
"phosphorer";0;7
"photocopier";0;7
"photographier";0;7
"phraser";1;7
"piaffer";0;7
"piailler";0;7
"pianoter";0;7
"piauler";0;7
"picoler";0;7
"picorer";0;7
"picosser";0;7
"picoter";0;7
"piéger";0;7
"pierrer";0;7
"piéter";0;7
"piétiner";0;7
"se pieuter";0;7
"pifer";0;7
"piffer";0;7
"pigeonner";0;7
"piger";0;7
"pigmenter";0;7
"pignocher";0;7
"pigrasser";0;7
"piler";0;7
"piller";0;7
"pilonner";0;7
"piloter";0;7
"pimenter";0;7
"pinailler";0;7
"pinceauter";0;7
"pincer";0;7
"pindariser";1;7
"piner";0;7
"pinoucher";0;7
"pinter";0;7
"piocher";0;7
"pioncer";0;7
"pionner";0;7
"piper";0;7
"pique-niquer";0;7
"piqueniquer";0;7
"piquer";0;7
"piqueter";0;7
"pirater";0;7
"pirouetter";0;7
"pisser";0;7
"pistacher";0;7
"pister";0;7
"pistonner";0;7
"pitonner";0;7
"pivoter";0;7
"placarder";0;7
"placer";0;7
"placoter";0;7
"plafonner";0;7
"plagier";0;7
"plaider";0;7
"plaindre";0;7
"plainer";0;7
"plaire";0;7
"plaisanter";1;7
"planchéier";0;7
"plancher";0;7
"planer";0;7
"planifier";0;7
"planquer";0;7
"planter";0;7
"plaquer";0;7
"plasmifier";0;7
"plastifier";0;7
"plastiquer";0;7
"plastronner";0;7
"platiner";0;7
"platiniser";1;7
"plâtrer";0;7
"plébisciter";0;7
"pleurer";0;7
"pleurnicher";0;7
"pleuvasser";0;7
"pleuviner";0;7
"pleuvioter";0;7
"pleuvoir";0;7
"pleuvoter";0;7
"plier";0;7
"plisser";0;7
"plissoter";0;7
"plomber";0;7
"plonger";0;7
"ploquer";0;7
"ployer";0;7
"plucher";0;7
"plumer";0;7
"pluviner";0;7
"se pocharder";0;7
"pocher";0;7
"podzoliser";1;7
"poêler";0;7
"poétiser";1;7
"pogner";0;7
"poignarder";0;7
"se poiler";0;7
"poinçonner";0;7
"poindre";0;7
"pointer";0;7
"pointiller";0;7
"poireauter";0;7
"poiroter";0;7
"poisser";0;7
"poivrer";0;7
"poivroter";0;7
"polariser";1;7
"polémiquer";0;7
"policer";0;7
"polir";0;7
"polissonner";0;7
"politiquer";0;7
"politiser";1;7
"polluer";0;7
"polycopier";0;7
"polymériser";1;7
"polyploïdiser";1;7
"pommader";0;7
"se pommeler";0;7
"pommer";0;7
"pomper";0;7
"pomponner";0;7
"poncer";0;7
"ponctionner";0;7
"ponctuer";0;7
"pondérer";0;7
"pondre";0;7
"ponter";0;7
"pontifier";0;7
"pontiller";0;7
"populariser";1;7
"poquer";0;7
"porphyriser";1;7
"portager";0;7
"porter";0;7
"portraiturer";0;7
"poser";1;7
"positionner";1;7
"positiver";1;7
"posséder";0;7
"postdater";0;7
"poster";0;7
"postériser";1;7
"postfacer";0;7
"posticher";0;7
"postillonner";0;7
"postposer";1;7
"postsynchroniser";1;7
"postuler";0;7
"potasser";0;7
"potentialiser";1;7
"potiner";0;7
"poucer";0;7
"poudrer";0;7
"poudroyer";0;7
"pouffer";0;7
"pouliner";0;7
"pouponner";0;7
"pourchasser";0;7
"pourfendre";0;7
"pourlécher";0;7
"pourprer";0;7
"pourrir";0;7
"poursuivre";0;7
"pourvoir";0;7
"poussailler";0;7
"pousser";0;7
"poutser";0;7
"pouvoir";0;7
"praliner";0;7
"pratiquer";0;7
"préacheter";0;7
"préaviser";1;7
"précariser";1;7
"précautionner";0;7
"précéder";0;7
"préchauffer";0;7
"prêcher";0;7
"précipiter";0;7
"préciser";1;7
"précompter";0;7
"préconiser";1;7
"prédestiner";0;7
"prédéterminer";0;7
"prédiquer";0;7
"prédire";0;7
"prédisposer";1;7
"prédominer";0;7
"préempter";0;7
"préétablir";0;7
"préexister";0;7
"préfacer";0;7
"préférer";0;7
"préfigurer";0;7
"préfixer";0;7
"préformer";0;7
"préjudicier";0;7
"préjuger";0;7
"se prélasser";0;7
"prélever";0;7
"préluder";0;7
"préméditer";0;7
"prémunir";0;7
"prendre";0;7
"prénommer";0;7
"préoccuper";0;7
"préparer";0;7
"prépayer";0;7
"préposer";1;7
"prérégler";0;7
"présager";1;7
"prescrire";0;7
"préselectionner";1;7
"présenter";1;7
"préserver";1;7
"présider";1;7
"pressentir";0;7
"presser";0;7
"pressurer";0;7
"pressuriser";1;7
"présumer";0;7
"présupposer";1;7
"présurer";0;7
"prétendre";0;7
"prêter";0;7
"prétexter";0;7
"prévaloir";0;7
"prévariquer";0;7
"prévenir";0;7
"prévoir";0;7
"prier";0;7
"primariser";1;7
"primer";0;7
"priser";1;7
"prismatiser";1;7
"privatiser";1;7
"priver";0;7
"privilégier";0;7
"procéder";0;7
"processionner";0;7
"proclamer";0;7
"procréer";0;7
"procurer";0;7
"prodiguer";0;7
"produire";0;7
"profaner";0;7
"proférer";0;7
"professer";0;7
"professionnaliser";1;7
"profiler";0;7
"profiter";0;7
"programmer";0;7
"progresser";0;7
"prohiber";0;7
"projeter";0;7
"prolétariser";1;7
"proliférer";0;7
"prolonger";0;7
"promener";0;7
"promettre";0;7
"promotionner";0;7
"promouvoir";0;7
"promulguer";0;7
"prôner";0;7
"prononcer";0;7
"pronostiquer";0;7
"propager";0;7
"prophétiser";1;7
"proportionner";0;7
"proposer";1;7
"propulser";0;7
"proroger";0;7
"proscrire";0;7
"prosodier";1;7
"prospecter";0;7
"prospérer";0;7
"prosterner";0;7
"prostituer";0;7
"protéger";0;7
"protester";0;7
"prouver";0;7
"provenir";0;7
"proverbialiser";1;7
"provigner";0;7
"provisionner";1;7
"provoquer";0;7
"psalmodier";0;7
"psychanalyser";1;7
"psychiatriser";1;7
"publier";0;7
"puddler";0;7
"puer";0;7
"puiser";1;7
"pulluler";0;7
"pulser";0;7
"pulvériser";1;7
"punaiser";1;7
"punir";0;7
"purger";0;7
"purifier";0;7
"putaniser";1;7
"putréfier";0;7
"putter";0;7
"pyramider";0;7
"pyrograver";0;7
"pyrrhoniser";1;7
"quadriller";0;7
"quadrupler";0;7
"qualifier";0;7
"quantifier";0;7
"quarderonner";0;7
"quarrer";0;7
"quartager";0;7
"quarter";0;7
"quémander";0;7
"quereller";0;7
"querir";0;7
"quérir";0;7
"questionner";0;7
"quêter";0;7
"queuter";0;7
"quimper";0;7
"quintessencier";0;7
"quintupler";0;7
"quittancer";0;7
"quitter";0;7
"quotter";0;7
"rabâcher";0;7
"rabaisser";0;7
"rabanter";0;7
"rabattre";0;7
"rabibocher";0;7
"rabioter";0;7
"râbler";0;7
"rabonner";0;7
"rabonnir";0;7
"raboter";0;7
"se rabougrir";0;7
"rabouter";0;7
"raboutir";0;7
"rabrier";0;7
"rabrouer";0;7
"raccommoder";0;7
"raccompagner";0;7
"raccorder";0;7
"raccourcir";0;7
"raccoutrer";0;7
"raccoutumer";0;7
"raccrocher";0;7
"racheter";0;7
"rachever";0;7
"raciner";0;7
"racketter";0;7
"racler";0;7
"racoler";0;7
"raconter";0;7
"racornir";0;7
"rader";0;7
"radicaliser";1;7
"radier";0;7
"radiner";0;7
"radiobaliser";1;7
"radiodiffuser";1;7
"radiographier";0;7
"radioguider";0;7
"radioscoper";0;7
"radiotélégraphier";0;7
"radoter";0;7
"radouber";0;7
"radoucir";0;7
"raffermir";0;7
"raffiner";0;7
"raffoler";0;7
"raffûter";0;7
"rafistoler";0;7
"rafler";0;7
"rafraîchir";0;7
"ragaillardir";0;7
"rager";0;7
"ragoter";0;7
"ragoûter";0;7
"ragrafer";0;7
"ragréer";0;7
"raguer";0;7
"raidir";0;7
"railler";0;7
"rainer";0;7
"raineter";0;7
"rainurer";0;7
"raire";0;7
"raisonner";1;7
"rajeunir";0;7
"rajouter";0;7
"rajuster";0;7
"ralentir";0;7
"râler";0;7
"raligner";0;7
"ralinguer";0;7
"ralléger";0;7
"raller";0;7
"rallier";0;7
"rallonger";0;7
"rallumer";0;7
"ramager";0;7
"ramancher";0;7
"ramarder";0;7
"ramarrer";0;7
"ramasser";0;7
"ramastiquer";0;7
"rambiner";0;7
"ramender";0;7
"ramener";0;7
"ramer";0;7
"rameuter";0;7
"se ramifier";0;7
"ramollir";0;7
"ramoner";0;7
"ramper";0;7
"rancarder";0;7
"rancir";0;7
"rançonner";0;7
"randomiser";1;7
"randonner";0;7
"ranger";0;7
"ranimer";0;7
"rapailler";0;7
"rapapilloter";0;7
"rapatrier";0;7
"rapatronner";0;7
